premise,conclusion,item,category,blankpredicate,predicate_id,argument_id
Love seats have blickets.,All furniture have blickets.,love seat,furniture,have,5,3
Love seats have jabberwocks.,All furniture have jabberwocks.,love seat,furniture,have,5,4
Love seats have toves.,All furniture have toves.,love seat,furniture,have,5,5
Chests of drawers can dax.,All furniture can dax.,chest of drawers,furniture,can,1,1
Chests of drawers can wif.,All furniture can wif.,chest of drawers,furniture,can,1,2
Chests of drawers can blick.,All furniture can blick.,chest of drawers,furniture,can,1,3
Chests of drawers can gyre.,All furniture can gyre.,chest of drawers,furniture,can,1,4
Chests of drawers can gimble.,All furniture can gimble.,chest of drawers,furniture,can,1,5
Chests of drawers can be daxed.,All furniture can be daxed.,chest of drawers,furniture,can be,2,1
Chests of drawers can be wiffed.,All furniture can be wiffed.,chest of drawers,furniture,can be,2,2
Chests of drawers can be blicked.,All furniture can be blicked.,chest of drawers,furniture,can be,2,3
Chests of drawers can be gyred.,All furniture can be gyred.,chest of drawers,furniture,can be,2,4
Chests of drawers can be gimbled.,All furniture can be gimbled.,chest of drawers,furniture,can be,2,5
Chests of drawers are beamish.,All furniture are beamish.,chest of drawers,furniture,are,3,1
Chests of drawers are slithy.,All furniture are slithy.,chest of drawers,furniture,are,3,2
Chests of drawers are mimsy.,All furniture are mimsy.,chest of drawers,furniture,are,3,3
Chests of drawers are vorpal.,All furniture are vorpal.,chest of drawers,furniture,are,3,4
Chests of drawers are frabjous.,All furniture are frabjous.,chest of drawers,furniture,are,3,5
Chests of drawers use a wug.,All furniture use a wug.,chest of drawers,furniture,use a,4,1
Chests of drawers use a fep.,All furniture use a fep.,chest of drawers,furniture,use a,4,2
Chests of drawers use a blicket.,All furniture use a blicket.,chest of drawers,furniture,use a,4,3
Chests of drawers use a jabberwock.,All furniture use a jabberwock.,chest of drawers,furniture,use a,4,4
Chests of drawers use a tove.,All furniture use a tove.,chest of drawers,furniture,use a,4,5
Chests of drawers have wugs.,All furniture have wugs.,chest of drawers,furniture,have,5,1
Chests of drawers have feps.,All furniture have feps.,chest of drawers,furniture,have,5,2
Chests of drawers have blickets.,All furniture have blickets.,chest of drawers,furniture,have,5,3
Chests of drawers have jabberwocks.,All furniture have jabberwocks.,chest of drawers,furniture,have,5,4
Chests of drawers have toves.,All furniture have toves.,chest of drawers,furniture,have,5,5
Desks can dax.,All furniture can dax.,desk,furniture,can,1,1
Desks can wif.,All furniture can wif.,desk,furniture,can,1,2
Desks can blick.,All furniture can blick.,desk,furniture,can,1,3
Desks can gyre.,All furniture can gyre.,desk,furniture,can,1,4
Desks can gimble.,All furniture can gimble.,desk,furniture,can,1,5
Desks can be daxed.,All furniture can be daxed.,desk,furniture,can be,2,1
Desks can be wiffed.,All furniture can be wiffed.,desk,furniture,can be,2,2
Desks can be blicked.,All furniture can be blicked.,desk,furniture,can be,2,3
Desks can be gyred.,All furniture can be gyred.,desk,furniture,can be,2,4
Desks can be gimbled.,All furniture can be gimbled.,desk,furniture,can be,2,5
Desks are beamish.,All furniture are beamish.,desk,furniture,are,3,1
Desks are slithy.,All furniture are slithy.,desk,furniture,are,3,2
Desks are mimsy.,All furniture are mimsy.,desk,furniture,are,3,3
Desks are vorpal.,All furniture are vorpal.,desk,furniture,are,3,4
Desks are frabjous.,All furniture are frabjous.,desk,furniture,are,3,5
Desks use a wug.,All furniture use a wug.,desk,furniture,use a,4,1
Desks use a fep.,All furniture use a fep.,desk,furniture,use a,4,2
Desks use a blicket.,All furniture use a blicket.,desk,furniture,use a,4,3
Desks use a jabberwock.,All furniture use a jabberwock.,desk,furniture,use a,4,4
Desks use a tove.,All furniture use a tove.,desk,furniture,use a,4,5
Desks have wugs.,All furniture have wugs.,desk,furniture,have,5,1
Desks have feps.,All furniture have feps.,desk,furniture,have,5,2
Desks have blickets.,All furniture have blickets.,desk,furniture,have,5,3
Desks have jabberwocks.,All furniture have jabberwocks.,desk,furniture,have,5,4
Desks have toves.,All furniture have toves.,desk,furniture,have,5,5
Beds can dax.,All furniture can dax.,bed,furniture,can,1,1
Beds can wif.,All furniture can wif.,bed,furniture,can,1,2
Beds can blick.,All furniture can blick.,bed,furniture,can,1,3
Beds can gyre.,All furniture can gyre.,bed,furniture,can,1,4
Beds can gimble.,All furniture can gimble.,bed,furniture,can,1,5
Beds can be daxed.,All furniture can be daxed.,bed,furniture,can be,2,1
Beds can be wiffed.,All furniture can be wiffed.,bed,furniture,can be,2,2
Beds can be blicked.,All furniture can be blicked.,bed,furniture,can be,2,3
Beds can be gyred.,All furniture can be gyred.,bed,furniture,can be,2,4
Beds can be gimbled.,All furniture can be gimbled.,bed,furniture,can be,2,5
Beds are beamish.,All furniture are beamish.,bed,furniture,are,3,1
Beds are slithy.,All furniture are slithy.,bed,furniture,are,3,2
Beds are mimsy.,All furniture are mimsy.,bed,furniture,are,3,3
Beds are vorpal.,All furniture are vorpal.,bed,furniture,are,3,4
Beds are frabjous.,All furniture are frabjous.,bed,furniture,are,3,5
Beds use a wug.,All furniture use a wug.,bed,furniture,use a,4,1
Beds use a fep.,All furniture use a fep.,bed,furniture,use a,4,2
Beds use a blicket.,All furniture use a blicket.,bed,furniture,use a,4,3
Beds use a jabberwock.,All furniture use a jabberwock.,bed,furniture,use a,4,4
Beds use a tove.,All furniture use a tove.,bed,furniture,use a,4,5
Beds have wugs.,All furniture have wugs.,bed,furniture,have,5,1
Beds have feps.,All furniture have feps.,bed,furniture,have,5,2
Beds have blickets.,All furniture have blickets.,bed,furniture,have,5,3
Beds have jabberwocks.,All furniture have jabberwocks.,bed,furniture,have,5,4
Beds have toves.,All furniture have toves.,bed,furniture,have,5,5
Bureaus can dax.,All furniture can dax.,bureau,furniture,can,1,1
Bureaus can wif.,All furniture can wif.,bureau,furniture,can,1,2
Bureaus can blick.,All furniture can blick.,bureau,furniture,can,1,3
Bureaus can gyre.,All furniture can gyre.,bureau,furniture,can,1,4
Bureaus can gimble.,All furniture can gimble.,bureau,furniture,can,1,5
Bureaus can be daxed.,All furniture can be daxed.,bureau,furniture,can be,2,1
Bureaus can be wiffed.,All furniture can be wiffed.,bureau,furniture,can be,2,2
Bureaus can be blicked.,All furniture can be blicked.,bureau,furniture,can be,2,3
Bureaus can be gyred.,All furniture can be gyred.,bureau,furniture,can be,2,4
Bureaus can be gimbled.,All furniture can be gimbled.,bureau,furniture,can be,2,5
Bureaus are beamish.,All furniture are beamish.,bureau,furniture,are,3,1
Bureaus are slithy.,All furniture are slithy.,bureau,furniture,are,3,2
Bureaus are mimsy.,All furniture are mimsy.,bureau,furniture,are,3,3
Bureaus are vorpal.,All furniture are vorpal.,bureau,furniture,are,3,4
Bureaus are frabjous.,All furniture are frabjous.,bureau,furniture,are,3,5
Bureaus use a wug.,All furniture use a wug.,bureau,furniture,use a,4,1
Bureaus use a fep.,All furniture use a fep.,bureau,furniture,use a,4,2
Bureaus use a blicket.,All furniture use a blicket.,bureau,furniture,use a,4,3
Bureaus use a jabberwock.,All furniture use a jabberwock.,bureau,furniture,use a,4,4
Bureaus use a tove.,All furniture use a tove.,bureau,furniture,use a,4,5
Bureaus have wugs.,All furniture have wugs.,bureau,furniture,have,5,1
Bureaus have feps.,All furniture have feps.,bureau,furniture,have,5,2
Bureaus have blickets.,All furniture have blickets.,bureau,furniture,have,5,3
Bureaus have jabberwocks.,All furniture have jabberwocks.,bureau,furniture,have,5,4
Bureaus have toves.,All furniture have toves.,bureau,furniture,have,5,5
Davenports can dax.,All furniture can dax.,davenport,furniture,can,1,1
Davenports can wif.,All furniture can wif.,davenport,furniture,can,1,2
Davenports can blick.,All furniture can blick.,davenport,furniture,can,1,3
Davenports can gyre.,All furniture can gyre.,davenport,furniture,can,1,4
Davenports can gimble.,All furniture can gimble.,davenport,furniture,can,1,5
Davenports can be daxed.,All furniture can be daxed.,davenport,furniture,can be,2,1
Davenports can be wiffed.,All furniture can be wiffed.,davenport,furniture,can be,2,2
Davenports can be blicked.,All furniture can be blicked.,davenport,furniture,can be,2,3
Davenports can be gyred.,All furniture can be gyred.,davenport,furniture,can be,2,4
Davenports can be gimbled.,All furniture can be gimbled.,davenport,furniture,can be,2,5
Davenports are beamish.,All furniture are beamish.,davenport,furniture,are,3,1
Davenports are slithy.,All furniture are slithy.,davenport,furniture,are,3,2
Davenports are mimsy.,All furniture are mimsy.,davenport,furniture,are,3,3
Davenports are vorpal.,All furniture are vorpal.,davenport,furniture,are,3,4
Davenports are frabjous.,All furniture are frabjous.,davenport,furniture,are,3,5
Davenports use a wug.,All furniture use a wug.,davenport,furniture,use a,4,1
Davenports use a fep.,All furniture use a fep.,davenport,furniture,use a,4,2
Davenports use a blicket.,All furniture use a blicket.,davenport,furniture,use a,4,3
Davenports use a jabberwock.,All furniture use a jabberwock.,davenport,furniture,use a,4,4
Davenports use a tove.,All furniture use a tove.,davenport,furniture,use a,4,5
Davenports have wugs.,All furniture have wugs.,davenport,furniture,have,5,1
Davenports have feps.,All furniture have feps.,davenport,furniture,have,5,2
Davenports have blickets.,All furniture have blickets.,davenport,furniture,have,5,3
Davenports have jabberwocks.,All furniture have jabberwocks.,davenport,furniture,have,5,4
Davenports have toves.,All furniture have toves.,davenport,furniture,have,5,5
End tables can dax.,All furniture can dax.,end table,furniture,can,1,1
End tables can wif.,All furniture can wif.,end table,furniture,can,1,2
End tables can blick.,All furniture can blick.,end table,furniture,can,1,3
End tables can gyre.,All furniture can gyre.,end table,furniture,can,1,4
End tables can gimble.,All furniture can gimble.,end table,furniture,can,1,5
End tables can be daxed.,All furniture can be daxed.,end table,furniture,can be,2,1
End tables can be wiffed.,All furniture can be wiffed.,end table,furniture,can be,2,2
End tables can be blicked.,All furniture can be blicked.,end table,furniture,can be,2,3
End tables can be gyred.,All furniture can be gyred.,end table,furniture,can be,2,4
End tables can be gimbled.,All furniture can be gimbled.,end table,furniture,can be,2,5
End tables are beamish.,All furniture are beamish.,end table,furniture,are,3,1
End tables are slithy.,All furniture are slithy.,end table,furniture,are,3,2
End tables are mimsy.,All furniture are mimsy.,end table,furniture,are,3,3
End tables are vorpal.,All furniture are vorpal.,end table,furniture,are,3,4
End tables are frabjous.,All furniture are frabjous.,end table,furniture,are,3,5
End tables use a wug.,All furniture use a wug.,end table,furniture,use a,4,1
End tables use a fep.,All furniture use a fep.,end table,furniture,use a,4,2
End tables use a blicket.,All furniture use a blicket.,end table,furniture,use a,4,3
End tables use a jabberwock.,All furniture use a jabberwock.,end table,furniture,use a,4,4
End tables use a tove.,All furniture use a tove.,end table,furniture,use a,4,5
End tables have wugs.,All furniture have wugs.,end table,furniture,have,5,1
End tables have feps.,All furniture have feps.,end table,furniture,have,5,2
End tables have blickets.,All furniture have blickets.,end table,furniture,have,5,3
End tables have jabberwocks.,All furniture have jabberwocks.,end table,furniture,have,5,4
End tables have toves.,All furniture have toves.,end table,furniture,have,5,5
Divans can dax.,All furniture can dax.,divan,furniture,can,1,1
Divans can wif.,All furniture can wif.,divan,furniture,can,1,2
Divans can blick.,All furniture can blick.,divan,furniture,can,1,3
Divans can gyre.,All furniture can gyre.,divan,furniture,can,1,4
Divans can gimble.,All furniture can gimble.,divan,furniture,can,1,5
Divans can be daxed.,All furniture can be daxed.,divan,furniture,can be,2,1
Divans can be wiffed.,All furniture can be wiffed.,divan,furniture,can be,2,2
Divans can be blicked.,All furniture can be blicked.,divan,furniture,can be,2,3
Divans can be gyred.,All furniture can be gyred.,divan,furniture,can be,2,4
Divans can be gimbled.,All furniture can be gimbled.,divan,furniture,can be,2,5
Divans are beamish.,All furniture are beamish.,divan,furniture,are,3,1
Divans are slithy.,All furniture are slithy.,divan,furniture,are,3,2
Divans are mimsy.,All furniture are mimsy.,divan,furniture,are,3,3
Divans are vorpal.,All furniture are vorpal.,divan,furniture,are,3,4
Divans are frabjous.,All furniture are frabjous.,divan,furniture,are,3,5
Divans use a wug.,All furniture use a wug.,divan,furniture,use a,4,1
Divans use a fep.,All furniture use a fep.,divan,furniture,use a,4,2
Divans use a blicket.,All furniture use a blicket.,divan,furniture,use a,4,3
Divans use a jabberwock.,All furniture use a jabberwock.,divan,furniture,use a,4,4
Divans use a tove.,All furniture use a tove.,divan,furniture,use a,4,5
Divans have wugs.,All furniture have wugs.,divan,furniture,have,5,1
Divans have feps.,All furniture have feps.,divan,furniture,have,5,2
Divans have blickets.,All furniture have blickets.,divan,furniture,have,5,3
Divans have jabberwocks.,All furniture have jabberwocks.,divan,furniture,have,5,4
Divans have toves.,All furniture have toves.,divan,furniture,have,5,5
Night tables can dax.,All furniture can dax.,night table,furniture,can,1,1
Night tables can wif.,All furniture can wif.,night table,furniture,can,1,2
Night tables can blick.,All furniture can blick.,night table,furniture,can,1,3
Night tables can gyre.,All furniture can gyre.,night table,furniture,can,1,4
Night tables can gimble.,All furniture can gimble.,night table,furniture,can,1,5
Night tables can be daxed.,All furniture can be daxed.,night table,furniture,can be,2,1
Night tables can be wiffed.,All furniture can be wiffed.,night table,furniture,can be,2,2
Night tables can be blicked.,All furniture can be blicked.,night table,furniture,can be,2,3
Night tables can be gyred.,All furniture can be gyred.,night table,furniture,can be,2,4
Night tables can be gimbled.,All furniture can be gimbled.,night table,furniture,can be,2,5
Night tables are beamish.,All furniture are beamish.,night table,furniture,are,3,1
Night tables are slithy.,All furniture are slithy.,night table,furniture,are,3,2
Night tables are mimsy.,All furniture are mimsy.,night table,furniture,are,3,3
Night tables are vorpal.,All furniture are vorpal.,night table,furniture,are,3,4
Night tables are frabjous.,All furniture are frabjous.,night table,furniture,are,3,5
Night tables use a wug.,All furniture use a wug.,night table,furniture,use a,4,1
Night tables use a fep.,All furniture use a fep.,night table,furniture,use a,4,2
Night tables use a blicket.,All furniture use a blicket.,night table,furniture,use a,4,3
Night tables use a jabberwock.,All furniture use a jabberwock.,night table,furniture,use a,4,4
Night tables use a tove.,All furniture use a tove.,night table,furniture,use a,4,5
Night tables have wugs.,All furniture have wugs.,night table,furniture,have,5,1
Night tables have feps.,All furniture have feps.,night table,furniture,have,5,2
Night tables have blickets.,All furniture have blickets.,night table,furniture,have,5,3
