stimulus,item,category,feature
chest of drawers are found in the home.,chest of drawers,furniture,8
a desk is found in the home.,desk,furniture,8
a bed is found in the home.,bed,furniture,8
a bureau is found in the home.,bureau,furniture,8
a davenport is found in the home.,davenport,furniture,8
an end table is found in the home.,end table,furniture,8
a divan is found in the home.,divan,furniture,8
a night table is found in the home.,night table,furniture,8
a chest is found in the home.,chest,furniture,8
a cedar chest is found in the home.,cedar chest,furniture,8
a vanity is found in the home.,vanity,furniture,8
a bookcase is found in the home.,bookcase,furniture,8
a lounge is found in the home.,lounge,furniture,8
a chaise lounge is found in the home.,chaise lounge,furniture,8
an ottoman is found in the home.,ottoman,furniture,8
a footstool is found in the home.,footstool,furniture,8
a cabinet is found in the home.,cabinet,furniture,8
a china closet is found in the home.,china closet,furniture,8
a bench is found in the home.,bench,furniture,8
a buffet is found in the home.,buffet,furniture,8
a lamp is found in the home.,lamp,furniture,8
a stool is found in the home.,stool,furniture,8
a hassock is found in the home.,hassock,furniture,8
drawers are found in the home.,drawers,furniture,8
a piano is found in the home.,piano,furniture,8
a cushion is found in the home.,cushion,furniture,8
a magazine rack is found in the home.,magazine rack,furniture,8
a hi-fi is found in the home.,hi-fi,furniture,8
a cupboard is found in the home.,cupboard,furniture,8
a stereo is found in the home.,stereo,furniture,8
a mirror is found in the home.,mirror,furniture,8
a television is found in the home.,television,furniture,8
a bar is found in the home.,bar,furniture,8
a shelf is found in the home.,shelf,furniture,8
a rug is found in the home.,rug,furniture,8
a pillow is found in the home.,pillow,furniture,8
a wastebasket is found in the home.,wastebasket,furniture,8
a radio is found in the home.,radio,furniture,8
a sewing machine is found in the home.,sewing machine,furniture,8
a stove is found in the home.,stove,furniture,8
a counter is found in the home.,counter,furniture,8
a clock is found in the home.,clock,furniture,8
drapes are found in the home.,drapes,furniture,8
a refrigerator is found in the home.,refrigerator,furniture,8
a picture is found in the home.,picture,furniture,8
a closet is found in the home.,closet,furniture,8
a vase is found in the home.,vase,furniture,8
an ashtray is found in the home.,ashtray,furniture,8
a fan is found in the home.,fan,furniture,8
a telephone is found in the home.,telephone,furniture,8
a chair is man-made.,chair,furniture,9
a sofa is man-made.,sofa,furniture,9
a couch is man-made.,couch,furniture,9
a table is man-made.,table,furniture,9
an easy chair is man-made.,easy chair,furniture,9
a dresser is man-made.,dresser,furniture,9
a rocking chair is man-made.,rocking chair,furniture,9
a coffee table is man-made.,coffee table,furniture,9
a rocker is man-made.,rocker,furniture,9
a love seat is man-made.,love seat,furniture,9
chest of drawers are man-made.,chest of drawers,furniture,9
a desk is man-made.,desk,furniture,9
a bed is man-made.,bed,furniture,9
a bureau is man-made.,bureau,furniture,9
a davenport is man-made.,davenport,furniture,9
an end table is man-made.,end table,furniture,9
a divan is man-made.,divan,furniture,9
a night table is man-made.,night table,furniture,9
a chest is man-made.,chest,furniture,9
a cedar chest is man-made.,cedar chest,furniture,9
a vanity is man-made.,vanity,furniture,9
a bookcase is man-made.,bookcase,furniture,9
a lounge is man-made.,lounge,furniture,9
a chaise lounge is man-made.,chaise lounge,furniture,9
an ottoman is man-made.,ottoman,furniture,9
a footstool is man-made.,footstool,furniture,9
a cabinet is man-made.,cabinet,furniture,9
a china closet is man-made.,china closet,furniture,9
a bench is man-made.,bench,furniture,9
a buffet is man-made.,buffet,furniture,9
a lamp is man-made.,lamp,furniture,9
a stool is man-made.,stool,furniture,9
a hassock is man-made.,hassock,furniture,9
drawers are man-made.,drawers,furniture,9
a piano is man-made.,piano,furniture,9
a cushion is man-made.,cushion,furniture,9
a magazine rack is man-made.,magazine rack,furniture,9
a hi-fi is man-made.,hi-fi,furniture,9
a cupboard is man-made.,cupboard,furniture,9
a stereo is man-made.,stereo,furniture,9
a mirror is man-made.,mirror,furniture,9
a television is man-made.,television,furniture,9
a bar is man-made.,bar,furniture,9
a shelf is man-made.,shelf,furniture,9
a rug is man-made.,rug,furniture,9
a pillow is man-made.,pillow,furniture,9
a wastebasket is man-made.,wastebasket,furniture,9
a radio is man-made.,radio,furniture,9
a sewing machine is man-made.,sewing machine,furniture,9
a stove is man-made.,stove,furniture,9
a counter is man-made.,counter,furniture,9
a clock is man-made.,clock,furniture,9
drapes are man-made.,drapes,furniture,9
a refrigerator is man-made.,refrigerator,furniture,9
a picture is man-made.,picture,furniture,9
a closet is man-made.,closet,furniture,9
a vase is man-made.,vase,furniture,9
an ashtray is man-made.,ashtray,furniture,9
a fan is man-made.,fan,furniture,9
a telephone is man-made.,telephone,furniture,9
a chair is manufactured.,chair,furniture,10
a sofa is manufactured.,sofa,furniture,10
a couch is manufactured.,couch,furniture,10
a table is manufactured.,table,furniture,10
an easy chair is manufactured.,easy chair,furniture,10
a dresser is manufactured.,dresser,furniture,10
a rocking chair is manufactured.,rocking chair,furniture,10
a coffee table is manufactured.,coffee table,furniture,10
a rocker is manufactured.,rocker,furniture,10
a love seat is manufactured.,love seat,furniture,10
chest of drawers are manufactured.,chest of drawers,furniture,10
a desk is manufactured.,desk,furniture,10
a bed is manufactured.,bed,furniture,10
a bureau is manufactured.,bureau,furniture,10
a davenport is manufactured.,davenport,furniture,10
an end table is manufactured.,end table,furniture,10
a divan is manufactured.,divan,furniture,10
a night table is manufactured.,night table,furniture,10
a chest is manufactured.,chest,furniture,10
a cedar chest is manufactured.,cedar chest,furniture,10
a vanity is manufactured.,vanity,furniture,10
a bookcase is manufactured.,bookcase,furniture,10
a lounge is manufactured.,lounge,furniture,10
a chaise lounge is manufactured.,chaise lounge,furniture,10
an ottoman is manufactured.,ottoman,furniture,10
a footstool is manufactured.,footstool,furniture,10
a cabinet is manufactured.,cabinet,furniture,10
a china closet is manufactured.,china closet,furniture,10
a bench is manufactured.,bench,furniture,10
a buffet is manufactured.,buffet,furniture,10
a lamp is manufactured.,lamp,furniture,10
a stool is manufactured.,stool,furniture,10
a hassock is manufactured.,hassock,furniture,10
drawers are manufactured.,drawers,furniture,10
a piano is manufactured.,piano,furniture,10
a cushion is manufactured.,cushion,furniture,10
a magazine rack is manufactured.,magazine rack,furniture,10
a hi-fi is manufactured.,hi-fi,furniture,10
a cupboard is manufactured.,cupboard,furniture,10
a stereo is manufactured.,stereo,furniture,10
a mirror is manufactured.,mirror,furniture,10
a television is manufactured.,television,furniture,10
a bar is manufactured.,bar,furniture,10
a shelf is manufactured.,shelf,furniture,10
a rug is manufactured.,rug,furniture,10
a pillow is manufactured.,pillow,furniture,10
a wastebasket is manufactured.,wastebasket,furniture,10
a radio is manufactured.,radio,furniture,10
a sewing machine is manufactured.,sewing machine,furniture,10
a stove is manufactured.,stove,furniture,10
a counter is manufactured.,counter,furniture,10
a clock is manufactured.,clock,furniture,10
drapes are manufactured.,drapes,furniture,10
a refrigerator is manufactured.,refrigerator,furniture,10
a picture is manufactured.,picture,furniture,10
a closet is manufactured.,closet,furniture,10
a vase is manufactured.,vase,furniture,10
an ashtray is manufactured.,ashtray,furniture,10
a fan is manufactured.,fan,furniture,10
a telephone is manufactured.,telephone,furniture,10
a chair is for putting things on or in.,chair,furniture,11
a sofa is for putting things on or in.,sofa,furniture,11
a couch is for putting things on or in.,couch,furniture,11
a table is for putting things on or in.,table,furniture,11
an easy chair is for putting things on or in.,easy chair,furniture,11
a dresser is for putting things on or in.,dresser,furniture,11
a rocking chair is for putting things on or in.,rocking chair,furniture,11
a coffee table is for putting things on or in.,coffee table,furniture,11
a rocker is for putting things on or in.,rocker,furniture,11
a love seat is for putting things on or in.,love seat,furniture,11
chest of drawers are for putting things on or in.,chest of drawers,furniture,11
a desk is for putting things on or in.,desk,furniture,11
a bed is for putting things on or in.,bed,furniture,11
a bureau is for putting things on or in.,bureau,furniture,11
a davenport is for putting things on or in.,davenport,furniture,11
an end table is for putting things on or in.,end table,furniture,11
a divan is for putting things on or in.,divan,furniture,11
a night table is for putting things on or in.,night table,furniture,11
a chest is for putting things on or in.,chest,furniture,11
a cedar chest is for putting things on or in.,cedar chest,furniture,11
a vanity is for putting things on or in.,vanity,furniture,11
a bookcase is for putting things on or in.,bookcase,furniture,11
a lounge is for putting things on or in.,lounge,furniture,11
a chaise lounge is for putting things on or in.,chaise lounge,furniture,11
an ottoman is for putting things on or in.,ottoman,furniture,11
a footstool is for putting things on or in.,footstool,furniture,11
a cabinet is for putting things on or in.,cabinet,furniture,11
a china closet is for putting things on or in.,china closet,furniture,11
a bench is for putting things on or in.,bench,furniture,11
a buffet is for putting things on or in.,buffet,furniture,11
a lamp is for putting things on or in.,lamp,furniture,11
a stool is for putting things on or in.,stool,furniture,11
a hassock is for putting things on or in.,hassock,furniture,11
drawers are for putting things on or in.,drawers,furniture,11
a piano is for putting things on or in.,piano,furniture,11
a cushion is for putting things on or in.,cushion,furniture,11
a magazine rack is for putting things on or in.,magazine rack,furniture,11
a hi-fi is for putting things on or in.,hi-fi,furniture,11
a cupboard is for putting things on or in.,cupboard,furniture,11
a stereo is for putting things on or in.,stereo,furniture,11
a mirror is for putting things on or in.,mirror,furniture,11
a television is for putting things on or in.,television,furniture,11
a bar is for putting things on or in.,bar,furniture,11
a shelf is for putting things on or in.,shelf,furniture,11
a rug is for putting things on or in.,rug,furniture,11
a pillow is for putting things on or in.,pillow,furniture,11
