premise,conclusion,item,category,blankpredicate,item_word,category_word,predicate_id,argument_id,score,conclusion_only,params,model
Cannons can be daxed.,All weapons can be daxed.,cannon,weapon,can be,Cannons,weapons,2,1,-19.40205379575491,-17.755037307739258,0,5gram
Cannons can be wiffed.,All weapons can be wiffed.,cannon,weapon,can be,Cannons,weapons,2,2,-19.40205379575491,-17.755037307739258,0,5gram
Cannons can be blicked.,All weapons can be blicked.,cannon,weapon,can be,Cannons,weapons,2,3,-19.40205379575491,-17.755037307739258,0,5gram
Cannons can be gyred.,All weapons can be gyred.,cannon,weapon,can be,Cannons,weapons,2,4,-19.40205379575491,-17.755037307739258,0,5gram
Cannons can be gimbled.,All weapons can be gimbled.,cannon,weapon,can be,Cannons,weapons,2,5,-19.40205379575491,-17.755037307739258,0,5gram
Cannons are beamish.,All weapons are beamish.,cannon,weapon,are,Cannons,weapons,3,1,-16.73518216609955,-15.797633171081543,0,5gram
Cannons are slithy.,All weapons are slithy.,cannon,weapon,are,Cannons,weapons,3,2,-17.915366411209106,-16.97781753540039,0,5gram
Cannons are mimsy.,All weapons are mimsy.,cannon,weapon,are,Cannons,weapons,3,3,-17.915366411209106,-16.97781753540039,0,5gram
Cannons are vorpal.,All weapons are vorpal.,cannon,weapon,are,Cannons,weapons,3,4,-17.915366411209106,-16.97781753540039,0,5gram
Cannons are frabjous.,All weapons are frabjous.,cannon,weapon,are,Cannons,weapons,3,5,-17.915366411209106,-16.97781753540039,0,5gram
Cannons use a wug.,All weapons use a wug.,cannon,weapon,use a,Cannons,weapons,4,1,-20.544041633605957,-20.174406051635742,0,5gram
Cannons use a fep.,All weapons use a fep.,cannon,weapon,use a,Cannons,weapons,4,2,-19.41008746623993,-19.04045295715332,0,5gram
Cannons use a blicket.,All weapons use a blicket.,cannon,weapon,use a,Cannons,weapons,4,3,-20.544041633605957,-20.174406051635742,0,5gram
Cannons use a jabberwock.,All weapons use a jabberwock.,cannon,weapon,use a,Cannons,weapons,4,4,-19.560484051704407,-19.19084930419922,0,5gram
Cannons use a tove.,All weapons use a tove.,cannon,weapon,use a,Cannons,weapons,4,5,-19.864930987358093,-19.495296478271484,0,5gram
Cannons have wugs.,All weapons have wugs.,cannon,weapon,have,Cannons,weapons,5,1,-18.4050155878067,-17.458621978759766,0,5gram
Cannons have feps.,All weapons have feps.,cannon,weapon,have,Cannons,weapons,5,2,-18.4050155878067,-17.458621978759766,0,5gram
Cannons have blickets.,All weapons have blickets.,cannon,weapon,have,Cannons,weapons,5,3,-18.4050155878067,-17.458621978759766,0,5gram
Cannons have jabberwocks.,All weapons have jabberwocks.,cannon,weapon,have,Cannons,weapons,5,4,-18.4050155878067,-17.458621978759766,0,5gram
Cannons have toves.,All weapons have toves.,cannon,weapon,have,Cannons,weapons,5,5,-18.4050155878067,-17.458621978759766,0,5gram
Bow and arrows can dax.,All weapons can dax.,bow and arrow,weapon,can,Bow and arrows,weapons,1,1,-18.118728518486023,-17.153520584106445,0,5gram
Bow and arrows can wif.,All weapons can wif.,bow and arrow,weapon,can,Bow and arrows,weapons,1,2,-19.42230975627899,-18.457101821899414,0,5gram
Bow and arrows can blick.,All weapons can blick.,bow and arrow,weapon,can,Bow and arrows,weapons,1,3,-18.309303522109985,-17.34409523010254,0,5gram
Bow and arrows can gyre.,All weapons can gyre.,bow and arrow,weapon,can,Bow and arrows,weapons,1,4,-18.376824855804443,-17.4116153717041,0,5gram
Bow and arrows can gimble.,All weapons can gimble.,bow and arrow,weapon,can,Bow and arrows,weapons,1,5,-19.42230975627899,-18.457101821899414,0,5gram
Bow and arrows can be daxed.,All weapons can be daxed.,bow and arrow,weapon,can be,Bow and arrows,weapons,2,1,-19.40205379575491,-17.755037307739258,0,5gram
Bow and arrows can be wiffed.,All weapons can be wiffed.,bow and arrow,weapon,can be,Bow and arrows,weapons,2,2,-19.40205379575491,-17.755037307739258,0,5gram
Bow and arrows can be blicked.,All weapons can be blicked.,bow and arrow,weapon,can be,Bow and arrows,weapons,2,3,-19.40205379575491,-17.755037307739258,0,5gram
Bow and arrows can be gyred.,All weapons can be gyred.,bow and arrow,weapon,can be,Bow and arrows,weapons,2,4,-19.40205379575491,-17.755037307739258,0,5gram
Bow and arrows can be gimbled.,All weapons can be gimbled.,bow and arrow,weapon,can be,Bow and arrows,weapons,2,5,-19.40205379575491,-17.755037307739258,0,5gram
Bow and arrows are beamish.,All weapons are beamish.,bow and arrow,weapon,are,Bow and arrows,weapons,3,1,-16.73518216609955,-15.797633171081543,0,5gram
Bow and arrows are slithy.,All weapons are slithy.,bow and arrow,weapon,are,Bow and arrows,weapons,3,2,-17.915366411209106,-16.97781753540039,0,5gram
Bow and arrows are mimsy.,All weapons are mimsy.,bow and arrow,weapon,are,Bow and arrows,weapons,3,3,-17.915366411209106,-16.97781753540039,0,5gram
Bow and arrows are vorpal.,All weapons are vorpal.,bow and arrow,weapon,are,Bow and arrows,weapons,3,4,-17.915366411209106,-16.97781753540039,0,5gram
Bow and arrows are frabjous.,All weapons are frabjous.,bow and arrow,weapon,are,Bow and arrows,weapons,3,5,-17.915366411209106,-16.97781753540039,0,5gram
Bow and arrows use a wug.,All weapons use a wug.,bow and arrow,weapon,use a,Bow and arrows,weapons,4,1,-20.544041633605957,-20.174406051635742,0,5gram
Bow and arrows use a fep.,All weapons use a fep.,bow and arrow,weapon,use a,Bow and arrows,weapons,4,2,-19.41008746623993,-19.04045295715332,0,5gram
Bow and arrows use a blicket.,All weapons use a blicket.,bow and arrow,weapon,use a,Bow and arrows,weapons,4,3,-20.544041633605957,-20.174406051635742,0,5gram
Bow and arrows use a jabberwock.,All weapons use a jabberwock.,bow and arrow,weapon,use a,Bow and arrows,weapons,4,4,-19.560484051704407,-19.19084930419922,0,5gram
Bow and arrows use a tove.,All weapons use a tove.,bow and arrow,weapon,use a,Bow and arrows,weapons,4,5,-19.864930987358093,-19.495296478271484,0,5gram
Bow and arrows have wugs.,All weapons have wugs.,bow and arrow,weapon,have,Bow and arrows,weapons,5,1,-18.4050155878067,-17.458621978759766,0,5gram
Bow and arrows have feps.,All weapons have feps.,bow and arrow,weapon,have,Bow and arrows,weapons,5,2,-18.4050155878067,-17.458621978759766,0,5gram
Bow and arrows have blickets.,All weapons have blickets.,bow and arrow,weapon,have,Bow and arrows,weapons,5,3,-18.4050155878067,-17.458621978759766,0,5gram
Bow and arrows have jabberwocks.,All weapons have jabberwocks.,bow and arrow,weapon,have,Bow and arrows,weapons,5,4,-18.4050155878067,-17.458621978759766,0,5gram
Bow and arrows have toves.,All weapons have toves.,bow and arrow,weapon,have,Bow and arrows,weapons,5,5,-18.4050155878067,-17.458621978759766,0,5gram
Clubs can dax.,All weapons can dax.,club,weapon,can,Clubs,weapons,1,1,-18.118728518486023,-17.153520584106445,0,5gram
Clubs can wif.,All weapons can wif.,club,weapon,can,Clubs,weapons,1,2,-19.42230975627899,-18.457101821899414,0,5gram
Clubs can blick.,All weapons can blick.,club,weapon,can,Clubs,weapons,1,3,-18.309303522109985,-17.34409523010254,0,5gram
Clubs can gyre.,All weapons can gyre.,club,weapon,can,Clubs,weapons,1,4,-18.376824855804443,-17.4116153717041,0,5gram
Clubs can gimble.,All weapons can gimble.,club,weapon,can,Clubs,weapons,1,5,-19.42230975627899,-18.457101821899414,0,5gram
Clubs can be daxed.,All weapons can be daxed.,club,weapon,can be,Clubs,weapons,2,1,-19.40205379575491,-17.755037307739258,0,5gram
Clubs can be wiffed.,All weapons can be wiffed.,club,weapon,can be,Clubs,weapons,2,2,-19.40205379575491,-17.755037307739258,0,5gram
Clubs can be blicked.,All weapons can be blicked.,club,weapon,can be,Clubs,weapons,2,3,-19.40205379575491,-17.755037307739258,0,5gram
Clubs can be gyred.,All weapons can be gyred.,club,weapon,can be,Clubs,weapons,2,4,-19.40205379575491,-17.755037307739258,0,5gram
Clubs can be gimbled.,All weapons can be gimbled.,club,weapon,can be,Clubs,weapons,2,5,-19.40205379575491,-17.755037307739258,0,5gram
Clubs are beamish.,All weapons are beamish.,club,weapon,are,Clubs,weapons,3,1,-16.73518216609955,-15.797633171081543,0,5gram
Clubs are slithy.,All weapons are slithy.,club,weapon,are,Clubs,weapons,3,2,-17.915366411209106,-16.97781753540039,0,5gram
Clubs are mimsy.,All weapons are mimsy.,club,weapon,are,Clubs,weapons,3,3,-17.915366411209106,-16.97781753540039,0,5gram
Clubs are vorpal.,All weapons are vorpal.,club,weapon,are,Clubs,weapons,3,4,-17.915366411209106,-16.97781753540039,0,5gram
Clubs are frabjous.,All weapons are frabjous.,club,weapon,are,Clubs,weapons,3,5,-17.915366411209106,-16.97781753540039,0,5gram
Clubs use a wug.,All weapons use a wug.,club,weapon,use a,Clubs,weapons,4,1,-20.544041633605957,-20.174406051635742,0,5gram
Clubs use a fep.,All weapons use a fep.,club,weapon,use a,Clubs,weapons,4,2,-19.41008746623993,-19.04045295715332,0,5gram
Clubs use a blicket.,All weapons use a blicket.,club,weapon,use a,Clubs,weapons,4,3,-20.544041633605957,-20.174406051635742,0,5gram
Clubs use a jabberwock.,All weapons use a jabberwock.,club,weapon,use a,Clubs,weapons,4,4,-19.560484051704407,-19.19084930419922,0,5gram
Clubs use a tove.,All weapons use a tove.,club,weapon,use a,Clubs,weapons,4,5,-19.864930987358093,-19.495296478271484,0,5gram
Clubs have wugs.,All weapons have wugs.,club,weapon,have,Clubs,weapons,5,1,-18.4050155878067,-17.458621978759766,0,5gram
Clubs have feps.,All weapons have feps.,club,weapon,have,Clubs,weapons,5,2,-18.4050155878067,-17.458621978759766,0,5gram
Clubs have blickets.,All weapons have blickets.,club,weapon,have,Clubs,weapons,5,3,-18.4050155878067,-17.458621978759766,0,5gram
Clubs have jabberwocks.,All weapons have jabberwocks.,club,weapon,have,Clubs,weapons,5,4,-18.4050155878067,-17.458621978759766,0,5gram
Clubs have toves.,All weapons have toves.,club,weapon,have,Clubs,weapons,5,5,-18.4050155878067,-17.458621978759766,0,5gram
Lances can dax.,All weapons can dax.,lance,weapon,can,Lances,weapons,1,1,-18.118728518486023,-17.153520584106445,0,5gram
Lances can wif.,All weapons can wif.,lance,weapon,can,Lances,weapons,1,2,-19.42230975627899,-18.457101821899414,0,5gram
Lances can blick.,All weapons can blick.,lance,weapon,can,Lances,weapons,1,3,-18.309303522109985,-17.34409523010254,0,5gram
Lances can gyre.,All weapons can gyre.,lance,weapon,can,Lances,weapons,1,4,-18.376824855804443,-17.4116153717041,0,5gram
Lances can gimble.,All weapons can gimble.,lance,weapon,can,Lances,weapons,1,5,-19.42230975627899,-18.457101821899414,0,5gram
Lances can be daxed.,All weapons can be daxed.,lance,weapon,can be,Lances,weapons,2,1,-19.40205379575491,-17.755037307739258,0,5gram
Lances can be wiffed.,All weapons can be wiffed.,lance,weapon,can be,Lances,weapons,2,2,-19.40205379575491,-17.755037307739258,0,5gram
Lances can be blicked.,All weapons can be blicked.,lance,weapon,can be,Lances,weapons,2,3,-19.40205379575491,-17.755037307739258,0,5gram
Lances can be gyred.,All weapons can be gyred.,lance,weapon,can be,Lances,weapons,2,4,-19.40205379575491,-17.755037307739258,0,5gram
Lances can be gimbled.,All weapons can be gimbled.,lance,weapon,can be,Lances,weapons,2,5,-19.40205379575491,-17.755037307739258,0,5gram
Lances are beamish.,All weapons are beamish.,lance,weapon,are,Lances,weapons,3,1,-16.73518216609955,-15.797633171081543,0,5gram
Lances are slithy.,All weapons are slithy.,lance,weapon,are,Lances,weapons,3,2,-17.915366411209106,-16.97781753540039,0,5gram
Lances are mimsy.,All weapons are mimsy.,lance,weapon,are,Lances,weapons,3,3,-17.915366411209106,-16.97781753540039,0,5gram
Lances are vorpal.,All weapons are vorpal.,lance,weapon,are,Lances,weapons,3,4,-17.915366411209106,-16.97781753540039,0,5gram
Lances are frabjous.,All weapons are frabjous.,lance,weapon,are,Lances,weapons,3,5,-17.915366411209106,-16.97781753540039,0,5gram
Lances use a wug.,All weapons use a wug.,lance,weapon,use a,Lances,weapons,4,1,-20.544041633605957,-20.174406051635742,0,5gram
Lances use a fep.,All weapons use a fep.,lance,weapon,use a,Lances,weapons,4,2,-19.41008746623993,-19.04045295715332,0,5gram
Lances use a blicket.,All weapons use a blicket.,lance,weapon,use a,Lances,weapons,4,3,-20.544041633605957,-20.174406051635742,0,5gram
Lances use a jabberwock.,All weapons use a jabberwock.,lance,weapon,use a,Lances,weapons,4,4,-19.560484051704407,-19.19084930419922,0,5gram
Lances use a tove.,All weapons use a tove.,lance,weapon,use a,Lances,weapons,4,5,-19.864930987358093,-19.495296478271484,0,5gram
Lances have wugs.,All weapons have wugs.,lance,weapon,have,Lances,weapons,5,1,-18.4050155878067,-17.458621978759766,0,5gram
Lances have feps.,All weapons have feps.,lance,weapon,have,Lances,weapons,5,2,-18.4050155878067,-17.458621978759766,0,5gram
Lances have blickets.,All weapons have blickets.,lance,weapon,have,Lances,weapons,5,3,-18.4050155878067,-17.458621978759766,0,5gram
Lances have jabberwocks.,All weapons have jabberwocks.,lance,weapon,have,Lances,weapons,5,4,-18.4050155878067,-17.458621978759766,0,5gram
Lances have toves.,All weapons have toves.,lance,weapon,have,Lances,weapons,5,5,-18.4050155878067,-17.458621978759766,0,5gram
Brass knuckles can dax.,All weapons can dax.,brass knuckle,weapon,can,Brass knuckles,weapons,1,1,-18.118728518486023,-17.153520584106445,0,5gram
Brass knuckles can wif.,All weapons can wif.,brass knuckle,weapon,can,Brass knuckles,weapons,1,2,-19.42230975627899,-18.457101821899414,0,5gram
Brass knuckles can blick.,All weapons can blick.,brass knuckle,weapon,can,Brass knuckles,weapons,1,3,-18.309303522109985,-17.34409523010254,0,5gram
Brass knuckles can gyre.,All weapons can gyre.,brass knuckle,weapon,can,Brass knuckles,weapons,1,4,-18.376824855804443,-17.4116153717041,0,5gram
Brass knuckles can gimble.,All weapons can gimble.,brass knuckle,weapon,can,Brass knuckles,weapons,1,5,-19.42230975627899,-18.457101821899414,0,5gram
Brass knuckles can be daxed.,All weapons can be daxed.,brass knuckle,weapon,can be,Brass knuckles,weapons,2,1,-19.40205379575491,-17.755037307739258,0,5gram
Brass knuckles can be wiffed.,All weapons can be wiffed.,brass knuckle,weapon,can be,Brass knuckles,weapons,2,2,-19.40205379575491,-17.755037307739258,0,5gram
Brass knuckles can be blicked.,All weapons can be blicked.,brass knuckle,weapon,can be,Brass knuckles,weapons,2,3,-19.40205379575491,-17.755037307739258,0,5gram
Brass knuckles can be gyred.,All weapons can be gyred.,brass knuckle,weapon,can be,Brass knuckles,weapons,2,4,-19.40205379575491,-17.755037307739258,0,5gram
Brass knuckles can be gimbled.,All weapons can be gimbled.,brass knuckle,weapon,can be,Brass knuckles,weapons,2,5,-19.40205379575491,-17.755037307739258,0,5gram
Brass knuckles are beamish.,All weapons are beamish.,brass knuckle,weapon,are,Brass knuckles,weapons,3,1,-16.73518216609955,-15.797633171081543,0,5gram
Brass knuckles are slithy.,All weapons are slithy.,brass knuckle,weapon,are,Brass knuckles,weapons,3,2,-17.915366411209106,-16.97781753540039,0,5gram
Brass knuckles are mimsy.,All weapons are mimsy.,brass knuckle,weapon,are,Brass knuckles,weapons,3,3,-17.915366411209106,-16.97781753540039,0,5gram
Brass knuckles are vorpal.,All weapons are vorpal.,brass knuckle,weapon,are,Brass knuckles,weapons,3,4,-17.915366411209106,-16.97781753540039,0,5gram
Brass knuckles are frabjous.,All weapons are frabjous.,brass knuckle,weapon,are,Brass knuckles,weapons,3,5,-17.915366411209106,-16.97781753540039,0,5gram
Brass knuckles use a wug.,All weapons use a wug.,brass knuckle,weapon,use a,Brass knuckles,weapons,4,1,-20.544041633605957,-20.174406051635742,0,5gram
Brass knuckles use a fep.,All weapons use a fep.,brass knuckle,weapon,use a,Brass knuckles,weapons,4,2,-19.41008746623993,-19.04045295715332,0,5gram
Brass knuckles use a blicket.,All weapons use a blicket.,brass knuckle,weapon,use a,Brass knuckles,weapons,4,3,-20.544041633605957,-20.174406051635742,0,5gram
Brass knuckles use a jabberwock.,All weapons use a jabberwock.,brass knuckle,weapon,use a,Brass knuckles,weapons,4,4,-19.560484051704407,-19.19084930419922,0,5gram
Brass knuckles use a tove.,All weapons use a tove.,brass knuckle,weapon,use a,Brass knuckles,weapons,4,5,-19.864930987358093,-19.495296478271484,0,5gram
Brass knuckles have wugs.,All weapons have wugs.,brass knuckle,weapon,have,Brass knuckles,weapons,5,1,-18.4050155878067,-17.458621978759766,0,5gram
Brass knuckles have feps.,All weapons have feps.,brass knuckle,weapon,have,Brass knuckles,weapons,5,2,-18.4050155878067,-17.458621978759766,0,5gram
Brass knuckles have blickets.,All weapons have blickets.,brass knuckle,weapon,have,Brass knuckles,weapons,5,3,-18.4050155878067,-17.458621978759766,0,5gram
Brass knuckles have jabberwocks.,All weapons have jabberwocks.,brass knuckle,weapon,have,Brass knuckles,weapons,5,4,-18.4050155878067,-17.458621978759766,0,5gram
Brass knuckles have toves.,All weapons have toves.,brass knuckle,weapon,have,Brass knuckles,weapons,5,5,-18.4050155878067,-17.458621978759766,0,5gram
Bullets can dax.,All weapons can dax.,bullet,weapon,can,Bullets,weapons,1,1,-18.118728518486023,-17.153520584106445,0,5gram
Bullets can wif.,All weapons can wif.,bullet,weapon,can,Bullets,weapons,1,2,-19.42230975627899,-18.457101821899414,0,5gram
Bullets can blick.,All weapons can blick.,bullet,weapon,can,Bullets,weapons,1,3,-18.309303522109985,-17.34409523010254,0,5gram
Bullets can gyre.,All weapons can gyre.,bullet,weapon,can,Bullets,weapons,1,4,-18.376824855804443,-17.4116153717041,0,5gram
Bullets can gimble.,All weapons can gimble.,bullet,weapon,can,Bullets,weapons,1,5,-19.42230975627899,-18.457101821899414,0,5gram
Bullets can be daxed.,All weapons can be daxed.,bullet,weapon,can be,Bullets,weapons,2,1,-19.40205379575491,-17.755037307739258,0,5gram
Bullets can be wiffed.,All weapons can be wiffed.,bullet,weapon,can be,Bullets,weapons,2,2,-19.40205379575491,-17.755037307739258,0,5gram
Bullets can be blicked.,All weapons can be blicked.,bullet,weapon,can be,Bullets,weapons,2,3,-19.40205379575491,-17.755037307739258,0,5gram
Bullets can be gyred.,All weapons can be gyred.,bullet,weapon,can be,Bullets,weapons,2,4,-19.40205379575491,-17.755037307739258,0,5gram
Bullets can be gimbled.,All weapons can be gimbled.,bullet,weapon,can be,Bullets,weapons,2,5,-19.40205379575491,-17.755037307739258,0,5gram
Bullets are beamish.,All weapons are beamish.,bullet,weapon,are,Bullets,weapons,3,1,-16.73518216609955,-15.797633171081543,0,5gram
